id,gender,age_o,dec_o,field,imprelig,from,income,go_out,sports,gaming,theater,music,shopping,clubbing
2042,0,29,1,international affairs - economic development,2,"ottawa, canada",,1,5,4,9,10,7,1
2043,0,22,1,international affairs - economic development,2,"ottawa, canada",,1,5,4,9,10,7,1
2044,0,27,1,international affairs - economic development,2,"ottawa, canada",,1,5,4,9,10,7,1
2045,0,26,1,international affairs - economic development,2,"ottawa, canada",,1,5,4,9,10,7,1
2046,0,27,1,international affairs - economic development,2,"ottawa, canada",,1,5,4,9,10,7,1
2047,0,30,0,international affairs - economic development,2,"ottawa, canada",,1,5,4,9,10,7,1
2048,0,26,0,international affairs - economic development,2,"ottawa, canada",,1,5,4,9,10,7,1
2049,0,23,1,international affairs - economic development,2,"ottawa, canada",,1,5,4,9,10,7,1
2050,0,23,1,international affairs - economic development,2,"ottawa, canada",,1,5,4,9,10,7,1
2051,0,28,1,international affairs - economic development,2,"ottawa, canada",,1,5,4,9,10,7,1
2052,0,28,1,international affairs - economic development,2,"ottawa, canada",,1,5,4,9,10,7,1
2053,0,29,1,international affairs - economic development,2,"ottawa, canada",,1,5,4,9,10,7,1
2054,0,27,1,international affairs - economic development,2,"ottawa, canada",,1,5,4,9,10,7,1
2055,0,22,1,international affairs - economic development,2,"ottawa, canada",,1,5,4,9,10,7,1
2056,0,23,1,Political Science,3,China,,3,4,5,9,9,7,7
2057,0,28,0,Political Science,3,China,,3,4,5,9,9,7,7
2058,0,29,0,Political Science,3,China,,3,4,5,9,9,7,7
2059,0,22,0,Political Science,3,China,,3,4,5,9,9,7,7
2060,0,27,0,Political Science,3,China,,3,4,5,9,9,7,7
2061,0,26,0,Political Science,3,China,,3,4,5,9,9,7,7
2062,0,27,1,Political Science,3,China,,3,4,5,9,9,7,7
2063,0,30,1,Political Science,3,China,,3,4,5,9,9,7,7
2064,0,26,0,Political Science,3,China,,3,4,5,9,9,7,7
2065,0,23,1,Political Science,3,China,,3,4,5,9,9,7,7
2066,0,23,1,Political Science,3,China,,3,4,5,9,9,7,7
2067,0,28,0,Political Science,3,China,,3,4,5,9,9,7,7
2068,0,28,0,Political Science,3,China,,3,4,5,9,9,7,7
2069,0,29,1,Political Science,3,China,,3,4,5,9,9,7,7
2070,0,27,1,Political Science,3,China,,3,4,5,9,9,7,7
2071,0,22,0,Political Science,3,China,,3,4,5,9,9,7,7
2072,0,23,1,Modern Chinese Literature,1,China,,3,8,5,7,7,8,7
2073,0,28,1,Modern Chinese Literature,1,China,,3,8,5,7,7,8,7
2074,0,29,0,Modern Chinese Literature,1,China,,3,8,5,7,7,8,7
2075,0,22,0,Modern Chinese Literature,1,China,,3,8,5,7,7,8,7
2076,0,27,0,Modern Chinese Literature,1,China,,3,8,5,7,7,8,7
2077,0,26,1,Modern Chinese Literature,1,China,,3,8,5,7,7,8,7
2078,0,27,0,Modern Chinese Literature,1,China,,3,8,5,7,7,8,7
2079,0,30,0,Modern Chinese Literature,1,China,,3,8,5,7,7,8,7
2080,0,26,0,Modern Chinese Literature,1,China,,3,8,5,7,7,8,7
2081,0,23,0,Modern Chinese Literature,1,China,,3,8,5,7,7,8,7
2082,0,23,0,Modern Chinese Literature,1,China,,3,8,5,7,7,8,7
2083,0,28,0,Modern Chinese Literature,1,China,,3,8,5,7,7,8,7
2084,0,28,1,Modern Chinese Literature,1,China,,3,8,5,7,7,8,7
2085,0,29,1,Modern Chinese Literature,1,China,,3,8,5,7,7,8,7
2086,0,27,0,Modern Chinese Literature,1,China,,3,8,5,7,7,8,7
2087,0,22,0,Modern Chinese Literature,1,China,,3,8,5,7,7,8,7
2088,0,23,1,MBA,3,NYC,"97,857.00",1,10,1,7,6,3,6
2089,0,28,1,MBA,3,NYC,"97,857.00",1,10,1,7,6,3,6
2090,0,29,1,MBA,3,NYC,"97,857.00",1,10,1,7,6,3,6
2091,0,22,1,MBA,3,NYC,"97,857.00",1,10,1,7,6,3,6
2092,0,27,0,MBA,3,NYC,"97,857.00",1,10,1,7,6,3,6
2093,0,26,1,MBA,3,NYC,"97,857.00",1,10,1,7,6,3,6
2094,0,27,0,MBA,3,NYC,"97,857.00",1,10,1,7,6,3,6
2095,0,30,0,MBA,3,NYC,"97,857.00",1,10,1,7,6,3,6
2096,0,26,1,MBA,3,NYC,"97,857.00",1,10,1,7,6,3,6
2097,0,23,1,MBA,3,NYC,"97,857.00",1,10,1,7,6,3,6
2098,0,23,1,MBA,3,NYC,"97,857.00",1,10,1,7,6,3,6
2099,0,28,1,MBA,3,NYC,"97,857.00",1,10,1,7,6,3,6
2100,0,28,1,MBA,3,NYC,"97,857.00",1,10,1,7,6,3,6
2101,0,29,1,MBA,3,NYC,"97,857.00",1,10,1,7,6,3,6
2102,0,27,1,MBA,3,NYC,"97,857.00",1,10,1,7,6,3,6
2103,0,22,1,MBA,3,NYC,"97,857.00",1,10,1,7,6,3,6
2104,0,23,1,business,1,"Philadelphia, PA","74,624.00",1,2,1,10,7,7,1
2105,0,28,1,business,1,"Philadelphia, PA","74,624.00",1,2,1,10,7,7,1
2106,0,29,0,business,1,"Philadelphia, PA","74,624.00",1,2,1,10,7,7,1
2107,0,22,1,business,1,"Philadelphia, PA","74,624.00",1,2,1,10,7,7,1
2108,0,27,0,business,1,"Philadelphia, PA","74,624.00",1,2,1,10,7,7,1
2109,0,26,0,business,1,"Philadelphia, PA","74,624.00",1,2,1,10,7,7,1
2110,0,27,0,business,1,"Philadelphia, PA","74,624.00",1,2,1,10,7,7,1
2111,0,30,0,business,1,"Philadelphia, PA","74,624.00",1,2,1,10,7,7,1
2112,0,26,1,business,1,"Philadelphia, PA","74,624.00",1,2,1,10,7,7,1
2113,0,23,1,business,1,"Philadelphia, PA","74,624.00",1,2,1,10,7,7,1
2114,0,23,1,business,1,"Philadelphia, PA","74,624.00",1,2,1,10,7,7,1
2115,0,28,0,business,1,"Philadelphia, PA","74,624.00",1,2,1,10,7,7,1
2116,0,28,1,business,1,"Philadelphia, PA","74,624.00",1,2,1,10,7,7,1
2117,0,29,1,business,1,"Philadelphia, PA","74,624.00",1,2,1,10,7,7,1
2118,0,27,0,business,1,"Philadelphia, PA","74,624.00",1,2,1,10,7,7,1
2119,0,22,1,business,1,"Philadelphia, PA","74,624.00",1,2,1,10,7,7,1
2120,0,23,1,Business,1,"Atlanta, GA","21,590.00",3,3,7,10,10,7,9
2121,0,28,0,Business,1,"Atlanta, GA","21,590.00",3,3,7,10,10,7,9
2122,0,29,1,Business,1,"Atlanta, GA","21,590.00",3,3,7,10,10,7,9
2123,0,22,0,Business,1,"Atlanta, GA","21,590.00",3,3,7,10,10,7,9
2124,0,27,1,Business,1,"Atlanta, GA","21,590.00",3,3,7,10,10,7,9
2125,0,26,1,Business,1,"Atlanta, GA","21,590.00",3,3,7,10,10,7,9
2126,0,27,0,Business,1,"Atlanta, GA","21,590.00",3,3,7,10,10,7,9
2127,0,30,0,Business,1,"Atlanta, GA","21,590.00",3,3,7,10,10,7,9
2128,0,26,1,Business,1,"Atlanta, GA","21,590.00",3,3,7,10,10,7,9
2129,0,23,1,Business,1,"Atlanta, GA","21,590.00",3,3,7,10,10,7,9
2130,0,23,0,Business,1,"Atlanta, GA","21,590.00",3,3,7,10,10,7,9
2131,0,28,0,Business,1,"Atlanta, GA","21,590.00",3,3,7,10,10,7,9
2132,0,28,1,Business,1,"Atlanta, GA","21,590.00",3,3,7,10,10,7,9
2133,0,29,1,Business,1,"Atlanta, GA","21,590.00",3,3,7,10,10,7,9
2134,0,27,1,Business,1,"Atlanta, GA","21,590.00",3,3,7,10,10,7,9
2135,0,22,1,Business,1,"Atlanta, GA","21,590.00",3,3,7,10,10,7,9
2136,0,23,1,"Business, marketing",3,Cleveland,"38,832.00",1,8,2,6,6,6,9
2137,0,28,0,"Business, marketing",3,Cleveland,"38,832.00",1,8,2,6,6,6,9
2138,0,29,1,"Business, marketing",3,Cleveland,"38,832.00",1,8,2,6,6,6,9
2139,0,22,0,"Business, marketing",3,Cleveland,"38,832.00",1,8,2,6,6,6,9
2140,0,27,0,"Business, marketing",3,Cleveland,"38,832.00",1,8,2,6,6,6,9
2141,0,26,0,"Business, marketing",3,Cleveland,"38,832.00",1,8,2,6,6,6,9
2142,0,27,1,"Business, marketing",3,Cleveland,"38,832.00",1,8,2,6,6,6,9
2143,0,30,1,"Business, marketing",3,Cleveland,"38,832.00",1,8,2,6,6,6,9
2144,0,26,1,"Business, marketing",3,Cleveland,"38,832.00",1,8,2,6,6,6,9
2145,0,23,1,"Business, marketing",3,Cleveland,"38,832.00",1,8,2,6,6,6,9
2146,0,23,1,"Business, marketing",3,Cleveland,"38,832.00",1,8,2,6,6,6,9
2147,0,28,1,"Business, marketing",3,Cleveland,"38,832.00",1,8,2,6,6,6,9
2148,0,28,1,"Business, marketing",3,Cleveland,"38,832.00",1,8,2,6,6,6,9
2149,0,29,1,"Business, marketing",3,Cleveland,"38,832.00",1,8,2,6,6,6,9
2150,0,27,1,"Business, marketing",3,Cleveland,"38,832.00",1,8,2,6,6,6,9
2151,0,22,1,"Business, marketing",3,Cleveland,"38,832.00",1,8,2,6,6,6,9
2152,1,24,0,physics (astrophysics),4,NYC (Staten Island),"37,248.00",2,2,7,5,9,5,6
2153,1,33,0,physics (astrophysics),4,NYC (Staten Island),"37,248.00",2,2,7,5,9,5,6
2154,1,23,0,physics (astrophysics),4,NYC (Staten Island),"37,248.00",2,2,7,5,9,5,6
2155,1,24,0,physics (astrophysics),4,NYC (Staten Island),"37,248.00",2,2,7,5,9,5,6
2156,1,36,0,physics (astrophysics),4,NYC (Staten Island),"37,248.00",2,2,7,5,9,5,6
2157,1,26,0,physics (astrophysics),4,NYC (Staten Island),"37,248.00",2,2,7,5,9,5,6
2158,1,27,0,physics (astrophysics),4,NYC (Staten Island),"37,248.00",2,2,7,5,9,5,6
2159,1,28,0,physics (astrophysics),4,NYC (Staten Island),"37,248.00",2,2,7,5,9,5,6
2160,1,31,0,physics (astrophysics),4,NYC (Staten Island),"37,248.00",2,2,7,5,9,5,6
2161,1,28,0,physics (astrophysics),4,NYC (Staten Island),"37,248.00",2,2,7,5,9,5,6
2162,1,27,0,physics (astrophysics),4,NYC (Staten Island),"37,248.00",2,2,7,5,9,5,6
2163,1,28,0,physics (astrophysics),4,NYC (Staten Island),"37,248.00",2,2,7,5,9,5,6
2164,1,27,0,physics (astrophysics),4,NYC (Staten Island),"37,248.00",2,2,7,5,9,5,6
2165,1,27,0,physics (astrophysics),4,NYC (Staten Island),"37,248.00",2,2,7,5,9,5,6
2166,1,30,0,physics (astrophysics),4,NYC (Staten Island),"37,248.00",2,2,7,5,9,5,6
2167,1,28,0,physics (astrophysics),4,NYC (Staten Island),"37,248.00",2,2,7,5,9,5,6
2168,1,24,1,Physics,2,Greece,,2,7,4,7,9,7,5
2169,1,33,0,Physics,2,Greece,,2,7,4,7,9,7,5
2170,1,23,0,Physics,2,Greece,,2,7,4,7,9,7,5
2171,1,24,0,Physics,2,Greece,,2,7,4,7,9,7,5
2172,1,36,0,Physics,2,Greece,,2,7,4,7,9,7,5
2173,1,26,0,Physics,2,Greece,,2,7,4,7,9,7,5
2174,1,27,0,Physics,2,Greece,,2,7,4,7,9,7,5
2175,1,28,0,Physics,2,Greece,,2,7,4,7,9,7,5
2176,1,31,0,Physics,2,Greece,,2,7,4,7,9,7,5
2177,1,28,0,Physics,2,Greece,,2,7,4,7,9,7,5
2178,1,27,0,Physics,2,Greece,,2,7,4,7,9,7,5
2179,1,28,1,Physics,2,Greece,,2,7,4,7,9,7,5
2180,1,27,0,Physics,2,Greece,,2,7,4,7,9,7,5
2181,1,27,0,Physics,2,Greece,,2,7,4,7,9,7,5
2182,1,30,0,Physics,2,Greece,,2,7,4,7,9,7,5
2183,1,28,0,Physics,2,Greece,,2,7,4,7,9,7,5
2184,1,24,1,Business/ Finance/ Real Estate,4,North Carolina,"28,240.00",2,9,4,7,9,3,8
2185,1,33,0,Business/ Finance/ Real Estate,4,North Carolina,"28,240.00",2,9,4,7,9,3,8
2186,1,23,0,Business/ Finance/ Real Estate,4,North Carolina,"28,240.00",2,9,4,7,9,3,8
2187,1,24,0,Business/ Finance/ Real Estate,4,North Carolina,"28,240.00",2,9,4,7,9,3,8
2188,1,36,0,Business/ Finance/ Real Estate,4,North Carolina,"28,240.00",2,9,4,7,9,3,8
2189,1,26,1,Business/ Finance/ Real Estate,4,North Carolina,"28,240.00",2,9,4,7,9,3,8
2190,1,27,0,Business/ Finance/ Real Estate,4,North Carolina,"28,240.00",2,9,4,7,9,3,8
2191,1,28,1,Business/ Finance/ Real Estate,4,North Carolina,"28,240.00",2,9,4,7,9,3,8
2192,1,31,0,Business/ Finance/ Real Estate,4,North Carolina,"28,240.00",2,9,4,7,9,3,8
2193,1,28,0,Business/ Finance/ Real Estate,4,North Carolina,"28,240.00",2,9,4,7,9,3,8
2194,1,27,0,Business/ Finance/ Real Estate,4,North Carolina,"28,240.00",2,9,4,7,9,3,8
2195,1,28,0,Business/ Finance/ Real Estate,4,North Carolina,"28,240.00",2,9,4,7,9,3,8
2196,1,27,0,Business/ Finance/ Real Estate,4,North Carolina,"28,240.00",2,9,4,7,9,3,8
2197,1,27,0,Business/ Finance/ Real Estate,4,North Carolina,"28,240.00",2,9,4,7,9,3,8
2198,1,30,1,Business/ Finance/ Real Estate,4,North Carolina,"28,240.00",2,9,4,7,9,3,8
2199,1,28,0,Business/ Finance/ Real Estate,4,North Carolina,"28,240.00",2,9,4,7,9,3,8
2200,1,24,1,Biochemistry,2,"State College, PA","53,771.00",2,9,7,6,9,6,9
2201,1,33,1,Biochemistry,2,"State College, PA","53,771.00",2,9,7,6,9,6,9
2202,1,23,1,Biochemistry,2,"State College, PA","53,771.00",2,9,7,6,9,6,9
2203,1,24,1,Biochemistry,2,"State College, PA","53,771.00",2,9,7,6,9,6,9
2204,1,36,0,Biochemistry,2,"State College, PA","53,771.00",2,9,7,6,9,6,9
2205,1,26,1,Biochemistry,2,"State College, PA","53,771.00",2,9,7,6,9,6,9
2206,1,27,0,Biochemistry,2,"State College, PA","53,771.00",2,9,7,6,9,6,9
2207,1,28,0,Biochemistry,2,"State College, PA","53,771.00",2,9,7,6,9,6,9
2208,1,31,0,Biochemistry,2,"State College, PA","53,771.00",2,9,7,6,9,6,9
2209,1,28,0,Biochemistry,2,"State College, PA","53,771.00",2,9,7,6,9,6,9
2210,1,27,1,Biochemistry,2,"State College, PA","53,771.00",2,9,7,6,9,6,9
2211,1,28,1,Biochemistry,2,"State College, PA","53,771.00",2,9,7,6,9,6,9
2212,1,27,1,Biochemistry,2,"State College, PA","53,771.00",2,9,7,6,9,6,9
2213,1,27,1,Biochemistry,2,"State College, PA","53,771.00",2,9,7,6,9,6,9
2214,1,30,1,Biochemistry,2,"State College, PA","53,771.00",2,9,7,6,9,6,9
2215,1,28,1,Biochemistry,2,"State College, PA","53,771.00",2,9,7,6,9,6,9
2216,1,24,1,Biochemistry,1,Canada,,2,3,2,3,10,7,8
2217,1,33,0,Biochemistry,1,Canada,,2,3,2,3,10,7,8
2218,1,23,1,Biochemistry,1,Canada,,2,3,2,3,10,7,8
2219,1,24,0,Biochemistry,1,Canada,,2,3,2,3,10,7,8
2220,1,36,0,Biochemistry,1,Canada,,2,3,2,3,10,7,8
2221,1,26,0,Biochemistry,1,Canada,,2,3,2,3,10,7,8
2222,1,27,0,Biochemistry,1,Canada,,2,3,2,3,10,7,8
2223,1,28,0,Biochemistry,1,Canada,,2,3,2,3,10,7,8
2224,1,31,0,Biochemistry,1,Canada,,2,3,2,3,10,7,8
2225,1,28,1,Biochemistry,1,Canada,,2,3,2,3,10,7,8
2226,1,27,0,Biochemistry,1,Canada,,2,3,2,3,10,7,8
2227,1,28,1,Biochemistry,1,Canada,,2,3,2,3,10,7,8
2228,1,27,0,Biochemistry,1,Canada,,2,3,2,3,10,7,8
2229,1,27,0,Biochemistry,1,Canada,,2,3,2,3,10,7,8
2230,1,30,0,Biochemistry,1,Canada,,2,3,2,3,10,7,8
2231,1,28,0,Biochemistry,1,Canada,,2,3,2,3,10,7,8
2232,1,24,1,Art Education,1,Minnesota,"56,096.00",3,6,1,6,6,2,1
2233,1,33,1,Art Education,1,Minnesota,"56,096.00",3,6,1,6,6,2,1
2234,1,23,0,Art Education,1,Minnesota,"56,096.00",3,6,1,6,6,2,1
2235,1,24,1,Art Education,1,Minnesota,"56,096.00",3,6,1,6,6,2,1
2236,1,36,0,Art Education,1,Minnesota,"56,096.00",3,6,1,6,6,2,1
2237,1,26,1,Art Education,1,Minnesota,"56,096.00",3,6,1,6,6,2,1
2238,1,27,1,Art Education,1,Minnesota,"56,096.00",3,6,1,6,6,2,1
2239,1,28,0,Art Education,1,Minnesota,"56,096.00",3,6,1,6,6,2,1
2240,1,31,0,Art Education,1,Minnesota,"56,096.00",3,6,1,6,6,2,1
2241,1,28,0,Art Education,1,Minnesota,"56,096.00",3,6,1,6,6,2,1
2242,1,27,0,Art Education,1,Minnesota,"56,096.00",3,6,1,6,6,2,1
2243,1,28,1,Art Education,1,Minnesota,"56,096.00",3,6,1,6,6,2,1
2244,1,27,1,Art Education,1,Minnesota,"56,096.00",3,6,1,6,6,2,1
2245,1,27,0,Art Education,1,Minnesota,"56,096.00",3,6,1,6,6,2,1
2246,1,30,1,Art Education,1,Minnesota,"56,096.00",3,6,1,6,6,2,1
2247,1,28,0,Art Education,1,Minnesota,"56,096.00",3,6,1,6,6,2,1
2248,1,24,1,Philosophy,1,Los Angeles,"31,560.00",2,7,1,5,6,2,3
2249,1,33,1,Philosophy,1,Los Angeles,"31,560.00",2,7,1,5,6,2,3
2250,1,23,0,Philosophy,1,Los Angeles,"31,560.00",2,7,1,5,6,2,3
2251,1,24,1,Philosophy,1,Los Angeles,"31,560.00",2,7,1,5,6,2,3
2252,1,36,1,Philosophy,1,Los Angeles,"31,560.00",2,7,1,5,6,2,3
2253,1,26,0,Philosophy,1,Los Angeles,"31,560.00",2,7,1,5,6,2,3
2254,1,27,0,Philosophy,1,Los Angeles,"31,560.00",2,7,1,5,6,2,3
2255,1,28,0,Philosophy,1,Los Angeles,"31,560.00",2,7,1,5,6,2,3
2256,1,31,0,Philosophy,1,Los Angeles,"31,560.00",2,7,1,5,6,2,3
2257,1,28,0,Philosophy,1,Los Angeles,"31,560.00",2,7,1,5,6,2,3
2258,1,27,1,Philosophy,1,Los Angeles,"31,560.00",2,7,1,5,6,2,3
2259,1,28,1,Philosophy,1,Los Angeles,"31,560.00",2,7,1,5,6,2,3
2260,1,27,0,Philosophy,1,Los Angeles,"31,560.00",2,7,1,5,6,2,3
2261,1,27,0,Philosophy,1,Los Angeles,"31,560.00",2,7,1,5,6,2,3
2262,1,30,0,Philosophy,1,Los Angeles,"31,560.00",2,7,1,5,6,2,3
2263,1,28,0,Philosophy,1,Los Angeles,"31,560.00",2,7,1,5,6,2,3
2264,1,24,0,American Studies (Masters),7,Detroit,"52,467.00",3,3,1,8,5,2,1
2265,1,33,1,American Studies (Masters),7,Detroit,"52,467.00",3,3,1,8,5,2,1
2266,1,23,0,American Studies (Masters),7,Detroit,"52,467.00",3,3,1,8,5,2,1
2267,1,24,0,American Studies (Masters),7,Detroit,"52,467.00",3,3,1,8,5,2,1
2268,1,36,0,American Studies (Masters),7,Detroit,"52,467.00",3,3,1,8,5,2,1
2269,1,26,1,American Studies (Masters),7,Detroit,"52,467.00",3,3,1,8,5,2,1
2270,1,27,0,American Studies (Masters),7,Detroit,"52,467.00",3,3,1,8,5,2,1
2271,1,28,0,American Studies (Masters),7,Detroit,"52,467.00",3,3,1,8,5,2,1
2272,1,31,1,American Studies (Masters),7,Detroit,"52,467.00",3,3,1,8,5,2,1
2273,1,28,0,American Studies (Masters),7,Detroit,"52,467.00",3,3,1,8,5,2,1
2274,1,27,1,American Studies (Masters),7,Detroit,"52,467.00",3,3,1,8,5,2,1
2275,1,28,0,American Studies (Masters),7,Detroit,"52,467.00",3,3,1,8,5,2,1
2276,1,27,0,American Studies (Masters),7,Detroit,"52,467.00",3,3,1,8,5,2,1
2277,1,27,0,American Studies (Masters),7,Detroit,"52,467.00",3,3,1,8,5,2,1
2278,1,30,0,American Studies (Masters),7,Detroit,"52,467.00",3,3,1,8,5,2,1
2279,1,28,0,American Studies (Masters),7,Detroit,"52,467.00",3,3,1,8,5,2,1
2280,1,24,0,Business,9,Washington DC Metro Region,"80,006.00",2,5,1,5,10,1,3
2281,1,33,1,Business,9,Washington DC Metro Region,"80,006.00",2,5,1,5,10,1,3
2282,1,23,0,Business,9,Washington DC Metro Region,"80,006.00",2,5,1,5,10,1,3
2283,1,24,0,Business,9,Washington DC Metro Region,"80,006.00",2,5,1,5,10,1,3
2284,1,36,0,Business,9,Washington DC Metro Region,"80,006.00",2,5,1,5,10,1,3
2285,1,26,1,Business,9,Washington DC Metro Region,"80,006.00",2,5,1,5,10,1,3
2286,1,27,0,Business,9,Washington DC Metro Region,"80,006.00",2,5,1,5,10,1,3
2287,1,28,1,Business,9,Washington DC Metro Region,"80,006.00",2,5,1,5,10,1,3
2288,1,31,0,Business,9,Washington DC Metro Region,"80,006.00",2,5,1,5,10,1,3
2289,1,28,0,Business,9,Washington DC Metro Region,"80,006.00",2,5,1,5,10,1,3
2290,1,27,0,Business,9,Washington DC Metro Region,"80,006.00",2,5,1,5,10,1,3
2291,1,28,0,Business,9,Washington DC Metro Region,"80,006.00",2,5,1,5,10,1,3
2292,1,27,1,Business,9,Washington DC Metro Region,"80,006.00",2,5,1,5,10,1,3
2293,1,27,0,Business,9,Washington DC Metro Region,"80,006.00",2,5,1,5,10,1,3
2294,1,30,0,Business,9,Washington DC Metro Region,"80,006.00",2,5,1,5,10,1,3
2295,1,28,0,Business,9,Washington DC Metro Region,"80,006.00",2,5,1,5,10,1,3
2296,1,24,1,biology,1,colorado,"47,572.00",2,9,2,6,7,3,5
2297,1,33,0,biology,1,colorado,"47,572.00",2,9,2,6,7,3,5
2298,1,23,0,biology,1,colorado,"47,572.00",2,9,2,6,7,3,5
2299,1,24,0,biology,1,colorado,"47,572.00",2,9,2,6,7,3,5
2300,1,36,0,biology,1,colorado,"47,572.00",2,9,2,6,7,3,5
2301,1,26,0,biology,1,colorado,"47,572.00",2,9,2,6,7,3,5
2302,1,27,0,biology,1,colorado,"47,572.00",2,9,2,6,7,3,5
2303,1,28,0,biology,1,colorado,"47,572.00",2,9,2,6,7,3,5
2304,1,31,1,biology,1,colorado,"47,572.00",2,9,2,6,7,3,5
2305,1,28,0,biology,1,colorado,"47,572.00",2,9,2,6,7,3,5
2306,1,27,1,biology,1,colorado,"47,572.00",2,9,2,6,7,3,5
2307,1,28,1,biology,1,colorado,"47,572.00",2,9,2,6,7,3,5
2308,1,27,0,biology,1,colorado,"47,572.00",2,9,2,6,7,3,5
2309,1,27,0,biology,1,colorado,"47,572.00",2,9,2,6,7,3,5
2310,1,30,0,biology,1,colorado,"47,572.00",2,9,2,6,7,3,5
2311,1,28,0,biology,1,colorado,"47,572.00",2,9,2,6,7,3,5
2312,1,24,1,Cell Biology,1,"Berkeley, CA","22,439.00",2,5,3,5,3,3,3
2313,1,33,1,Cell Biology,1,"Berkeley, CA","22,439.00",2,5,3,5,3,3,3
2314,1,23,0,Cell Biology,1,"Berkeley, CA","22,439.00",2,5,3,5,3,3,3
2315,1,24,0,Cell Biology,1,"Berkeley, CA","22,439.00",2,5,3,5,3,3,3
2316,1,36,0,Cell Biology,1,"Berkeley, CA","22,439.00",2,5,3,5,3,3,3
2317,1,26,0,Cell Biology,1,"Berkeley, CA","22,439.00",2,5,3,5,3,3,3
2318,1,27,0,Cell Biology,1,"Berkeley, CA","22,439.00",2,5,3,5,3,3,3
2319,1,28,0,Cell Biology,1,"Berkeley, CA","22,439.00",2,5,3,5,3,3,3
2320,1,31,0,Cell Biology,1,"Berkeley, CA","22,439.00",2,5,3,5,3,3,3
2321,1,28,0,Cell Biology,1,"Berkeley, CA","22,439.00",2,5,3,5,3,3,3
2322,1,27,0,Cell Biology,1,"Berkeley, CA","22,439.00",2,5,3,5,3,3,3
2323,1,28,1,Cell Biology,1,"Berkeley, CA","22,439.00",2,5,3,5,3,3,3
2324,1,27,0,Cell Biology,1,"Berkeley, CA","22,439.00",2,5,3,5,3,3,3
2325,1,27,0,Cell Biology,1,"Berkeley, CA","22,439.00",2,5,3,5,3,3,3
2326,1,30,0,Cell Biology,1,"Berkeley, CA","22,439.00",2,5,3,5,3,3,3
2327,1,28,0,Cell Biology,1,"Berkeley, CA","22,439.00",2,5,3,5,3,3,3
2328,1,24,1,Microbiology,3,"Buffalo, NY","31,383.00",2,10,1,7,8,4,6
2329,1,33,1,Microbiology,3,"Buffalo, NY","31,383.00",2,10,1,7,8,4,6
2330,1,23,1,Microbiology,3,"Buffalo, NY","31,383.00",2,10,1,7,8,4,6
2331,1,24,0,Microbiology,3,"Buffalo, NY","31,383.00",2,10,1,7,8,4,6
2332,1,36,0,Microbiology,3,"Buffalo, NY","31,383.00",2,10,1,7,8,4,6
2333,1,26,1,Microbiology,3,"Buffalo, NY","31,383.00",2,10,1,7,8,4,6
2334,1,27,1,Microbiology,3,"Buffalo, NY","31,383.00",2,10,1,7,8,4,6
2335,1,28,1,Microbiology,3,"Buffalo, NY","31,383.00",2,10,1,7,8,4,6
2336,1,31,1,Microbiology,3,"Buffalo, NY","31,383.00",2,10,1,7,8,4,6
2337,1,28,0,Microbiology,3,"Buffalo, NY","31,383.00",2,10,1,7,8,4,6
2338,1,27,1,Microbiology,3,"Buffalo, NY","31,383.00",2,10,1,7,8,4,6
2339,1,28,1,Microbiology,3,"Buffalo, NY","31,383.00",2,10,1,7,8,4,6
2340,1,27,1,Microbiology,3,"Buffalo, NY","31,383.00",2,10,1,7,8,4,6
2341,1,27,1,Microbiology,3,"Buffalo, NY","31,383.00",2,10,1,7,8,4,6
2342,1,30,1,Microbiology,3,"Buffalo, NY","31,383.00",2,10,1,7,8,4,6
2343,1,28,1,Microbiology,3,"Buffalo, NY","31,383.00",2,10,1,7,8,4,6
2344,1,24,0,Biochemistry,1,India,,3,2,3,7,8,4,1
2345,1,33,0,Biochemistry,1,India,,3,2,3,7,8,4,1
2346,1,23,0,Biochemistry,1,India,,3,2,3,7,8,4,1
2347,1,24,0,Biochemistry,1,India,,3,2,3,7,8,4,1
2348,1,36,0,Biochemistry,1,India,,3,2,3,7,8,4,1
2349,1,26,0,Biochemistry,1,India,,3,2,3,7,8,4,1
2350,1,27,0,Biochemistry,1,India,,3,2,3,7,8,4,1
2351,1,28,0,Biochemistry,1,India,,3,2,3,7,8,4,1
2352,1,31,0,Biochemistry,1,India,,3,2,3,7,8,4,1
2353,1,28,0,Biochemistry,1,India,,3,2,3,7,8,4,1
2354,1,27,0,Biochemistry,1,India,,3,2,3,7,8,4,1
2355,1,28,0,Biochemistry,1,India,,3,2,3,7,8,4,1
2356,1,27,0,Biochemistry,1,India,,3,2,3,7,8,4,1
2357,1,27,0,Biochemistry,1,India,,3,2,3,7,8,4,1
2358,1,30,0,Biochemistry,1,India,,3,2,3,7,8,4,1
2359,1,28,0,Biochemistry,1,India,,3,2,3,7,8,4,1
2360,1,24,1,Finance,1,France,,2,8,2,6,9,7,8
2361,1,33,1,Finance,1,France,,2,8,2,6,9,7,8
2362,1,23,0,Finance,1,France,,2,8,2,6,9,7,8
2363,1,24,0,Finance,1,France,,2,8,2,6,9,7,8
2364,1,36,0,Finance,1,France,,2,8,2,6,9,7,8
2365,1,26,0,Finance,1,France,,2,8,2,6,9,7,8
2366,1,27,0,Finance,1,France,,2,8,2,6,9,7,8
2367,1,28,1,Finance,1,France,,2,8,2,6,9,7,8
2368,1,31,0,Finance,1,France,,2,8,2,6,9,7,8
